frame,time,distance,speed
136,4.533333333333333,1.4570467394736037,0.028698520632819413
137,4.566666666666666,1.4654271735741655,0.2514130230168532
138,4.6,1.4674742777265983,0.06141312457298431
139,4.633333333333334,1.4708139144377192,0.10018910133362757
140,4.666666666666667,1.4713251333497246,0.015336567360160203
141,4.7,1.4718623461739015,0.01611638472530874
142,4.733333333333333,1.470932454954524,0.02789673658132763
143,4.766666666666667,1.470009901881816,0.027676592181238302
144,4.8,1.4729095522326574,0.08698951052524162
145,4.833333333333333,1.4729910995762308,0.0024464203072005475
146,4.866666666666666,1.4774735770211398,0.13447432334727116
147,4.9,1.477679538582431,0.006178846838738039
148,4.933333333333334,1.4781127120863669,0.012995205118073727
149,4.966666666666667,1.4801787744441863,0.06198187073458428
150,5.0,1.4807639001132111,0.01755377007074399
151,5.033333333333333,1.4797291736791598,0.031041793021540087
152,5.066666666666666,1.4794599066746923,0.008078010134024982
153,5.1,1.4803248529083621,0.025948387010095164
154,5.133333333333334,1.4807437003125095,0.0125654221244198
155,5.166666666666667,1.4828377463185825,0.06282138018218975
156,5.2,1.4836938262882722,0.02568239909069181
157,5.233333333333333,1.4844950691315495,0.0240372852983195
158,5.266666666666667,1.4845182455774295,0.0006952933764003966
159,5.3,1.4853870439401538,0.026063950881727305
160,5.333333333333333,1.4857176744053817,0.00991891395683897
161,5.366666666666666,1.4856163411262115,0.0030399983751050463
162,5.4,1.4850106336271574,0.018171224971625932
163,5.433333333333334,1.4857723841886847,0.02285251684582157
164,5.466666666666667,1.4875997737240292,0.05482168606033344
165,5.5,1.484956496887846,0.07929830508549784
166,5.533333333333333,1.4851411603141185,0.0055399027881763985
167,5.566666666666666,1.4837555081068057,0.04156956621938379
168,5.6,1.4854707242808067,0.051456485220031656
169,5.633333333333334,1.485177453100249,0.008798135416729913
170,5.666666666666667,1.485570067823895,0.01177844170937803
171,5.7,1.4862735111592835,0.021103300061655617
172,5.733333333333333,1.4868284883471983,0.01664931563744254
173,5.766666666666667,1.4865242179055809,0.00912811324852214
174,5.8,1.485745435203194,0.023363481071605463
175,5.833333333333333,1.4875455096416084,0.05400223315243036
176,5.866666666666666,1.4883559211887505,0.024312346414263608
177,5.9,1.4875963991316346,0.022785661713478067
178,5.933333333333334,1.4878762196962796,0.008394616939351174
179,5.966666666666667,1.487645298885579,0.006927624321015902
180,6.0,1.486010770489164,0.04903585189244941
181,6.033333333333333,1.487284599528684,0.038214871185600074
182,6.066666666666666,1.4862949525553002,0.029689409201516526
183,6.1,1.4872653070476356,0.029110634770062038
184,6.133333333333334,1.4874712208552612,0.006177414228767386
185,6.166666666666667,1.4886741834544945,0.03608887797700078
186,6.2,1.4883290517927028,0.010353949853751931
187,6.233333333333333,1.487703271836056,0.01877339869940098
188,6.266666666666667,1.488668309753581,0.02895113752575007
189,6.3,1.4893872411946298,0.02156794323146194
190,6.333333333333333,1.4903875531534116,0.03000935876345423
191,6.366666666666666,1.4903596331767133,0.0008375993009512861
192,6.4,1.4913566182967661,0.02990955360158587
193,6.433333333333334,1.490349652660527,0.030208969087170967
194,6.466666666666667,1.490673931888182,0.009728376829649665
195,6.5,1.4899697722478042,0.021124789211335315
196,6.533333333333333,1.4898984123529693,0.0021407968450493087
197,6.566666666666666,1.490366159511061,0.014032414742755073
198,6.6,1.489169388970514,0.03590311621641362
199,6.633333333333334,1.4888180811679248,0.010539234077675541
200,6.666666666666667,1.4885439273716405,0.008224613888527799
201,6.7,1.4883214430419263,0.00667452989142836
202,6.733333333333333,1.4896068603043866,0.038562517873810265
203,6.766666666666667,1.4893806034350612,0.006787706079762756
204,6.8,1.4895910697588417,0.00631398971341568
205,6.833333333333333,1.4893630778396534,0.006839757575649585
206,6.866666666666666,1.490092133057886,0.02187165654697898
207,6.9,1.490837201672104,0.02235205842654242
208,6.933333333333334,1.491740637360539,0.02710307065304951
209,6.966666666666667,1.4920469293740153,0.009188760404286178
210,7.0,1.4919995736552703,0.001420671562351039
211,7.033333333333333,1.491497459775575,0.015063416390856954
212,7.066666666666666,1.4925657411189086,0.03204844030000764
213,7.1,1.4916660461343074,0.026990849538035544
214,7.133333333333334,1.4945435706199202,0.0863257345683821
215,7.166666666666667,1.495106443080607,0.016886173820602757
216,7.2,1.4954453986016008,0.010168665629814999
217,7.233333333333333,1.4957185336530112,0.008194051542314007
218,7.266666666666667,1.4972300008522437,0.04534401597697357
219,7.3,1.4960919673208293,0.03414100594243186
220,7.333333333333333,1.4967813551605365,0.020681635191215353
221,7.366666666666666,1.4965314602265605,0.007496848019279412
222,7.4,1.4971155193970458,0.017521775114559546
223,7.433333333333334,1.495884350299118,0.03693507293783593
