frame,hand_label,landmark_id,x,y,z,x_world,y_world,z_world
1,Left,4,0.4029013514518738,0.4294661283493042,-0.11318301409482956,-0.08302906155586243,0.018086940050125122,-0.0003783998836297542
1,Left,5,0.5364577770233154,0.3791355788707733,-0.058826129883527756,-0.0226596649736166,-0.006321669556200504,-0.0012046478223055601
1,Left,6,0.5352329015731812,0.354431688785553,-0.08523339033126831,-0.021191079169511795,-0.021525248885154724,-0.015376136638224125
1,Left,7,0.529009997844696,0.3437080383300781,-0.10623877495527267,-0.027335118502378464,-0.02870183438062668,-0.03125401586294174
1,Left,8,0.5192099809646606,0.33540597558021545,-0.12125983089208603,-0.03380919620394707,-0.03521249443292618,-0.05381647124886513
1,Left,9,0.58492511510849,0.3812114894390106,-0.06576620787382126,-0.0035325298085808754,-0.0035101864486932755,0.00039149809163063765
1,Left,10,0.5929456353187561,0.3533239960670471,-0.08356033265590668,0.0029660011641681194,-0.025376806035637856,-0.02652488462626934
1,Left,11,0.5925709009170532,0.34027066826820374,-0.09670010209083557,-0.006685212720185518,-0.029101595282554626,-0.0512361042201519
1,Left,12,0.5903818011283875,0.3290858864784241,-0.11045414954423904,-0.013070279732346535,-0.03654222935438156,-0.07526155561208725
1,Left,13,0.6273554563522339,0.39154526591300964,-0.073882095515728,0.01611350104212761,0.0016554957255721092,-0.00038583928835578263
1,Left,14,0.6374614238739014,0.3662169575691223,-0.09264962375164032,0.016732364892959595,-0.010455119423568249,-0.022910475730895996
1,Left,15,0.6424406170845032,0.35518282651901245,-0.10071732848882675,0.014262246899306774,-0.01842581294476986,-0.046262938529253006
1,Left,16,0.6408514976501465,0.34332188963890076,-0.10955774039030075,0.013793416321277618,-0.02655753679573536,-0.07136846333742142
1,Left,17,0.6631768345832825,0.40625178813934326,-0.0839875116944313,0.025611594319343567,0.015915125608444214,0.006432435475289822
1,Left,18,0.684593915939331,0.38471031188964844,-0.10108831524848938,0.037034738808870316,-0.002401682548224926,-0.0073128147050738335
1,Left,19,0.6915422677993774,0.3761880695819855,-0.10239951312541962,0.038633327931165695,-0.011246806010603905,-0.020233910530805588
1,Left,20,0.6886239051818848,0.36708974838256836,-0.10533955693244934,0.029431862756609917,-0.014817587099969387,-0.04064151644706726
2,Left,0,0.6035876870155334,0.4162222743034363,1.0284261264814631e-07,0.008837809786200523,0.028695981949567795,0.08656355738639832
2,Left,1,0.5385414958000183,0.41793131828308105,-0.0252325851470232,-0.019963223487138748,0.02475735917687416,0.058628421276807785
2,Left,2,0.48481130599975586,0.4129715859889984,-0.05322079360485077,-0.03936810418963432,0.021341081708669662,0.0395355150103569
2,Left,3,0.4409661293029785,0.42045140266418457,-0.08068884164094925,-0.06436016410589218,0.018002402037382126,0.012531875632703304
2,Left,4,0.4000213146209717,0.42929768562316895,-0.111701600253582,-0.08538336306810379,0.016832150518894196,0.0007665344746783376
2,Left,5,0.5366853475570679,0.3807702958583832,-0.05824999511241913,-0.023224227130413055,-0.006138772238045931,-0.0018595039146021008
2,Left,6,0.5364431738853455,0.35691726207733154,-0.08353442698717117,-0.021353691816329956,-0.021426592022180557,-0.016163419932127
2,Left,7,0.5319961309432983,0.34734031558036804,-0.10368530452251434,-0.026369523257017136,-0.027821408584713936,-0.03124329447746277
2,Left,8,0.5246720314025879,0.33902955055236816,-0.11861996352672577,-0.031839124858379364,-0.034777626395225525,-0.05191454291343689
2,Left,9,0.5861143469810486,0.38259726762771606,-0.06527377665042877,-0.0038866810500621796,-0.0032182172872126102,0.0003591897548176348
2,Left,10,0.5944841504096985,0.3555542528629303,-0.08170446008443832,0.0031925796065479517,-0.025976771488785744,-0.02605084702372551
2,Left,11,0.5950151681900024,0.3430303931236267,-0.09451886266469955,-0.00570200989022851,-0.02808813937008381,-0.050342682749032974
2,Left,12,0.5943405628204346,0.33093035221099854,-0.10883623361587524,-0.011541254818439484,-0.03715969994664192,-0.07331373542547226
2,Left,13,0.6292417645454407,0.39247098565101624,-0.07329706102609634,0.016751158982515335,0.0014017079956829548,-0.00035822787322103977
2,Left,14,0.6395456790924072,0.36747920513153076,-0.09082729369401932,0.017923731356859207,-0.01075495220720768,-0.022482771426439285
2,Left,15,0.6444368958473206,0.35740673542022705,-0.09846553206443787,0.015531037002801895,-0.018685076385736465,-0.044989317655563354
2,Left,16,0.642880916595459,0.34546780586242676,-0.10763859748840332,0.015096515417098999,-0.026652272790670395,-0.06931188702583313
2,Left,17,0.6654740571975708,0.40650781989097595,-0.08330383151769638,0.027249058708548546,0.015663262456655502,0.006423334125429392
2,Left,18,0.6863442659378052,0.38499486446380615,-0.09911496937274933,0.038756921887397766,-0.003102164715528488,-0.00631431769579649
2,Left,19,0.6927465796470642,0.37681302428245544,-0.09989695250988007,0.04006484895944595,-0.012726394459605217,-0.018818378448486328
2,Left,20,0.6893652677536011,0.3676036596298218,-0.10297533869743347,0.030346829444169998,-0.01556890644133091,-0.04002548009157181
3,Left,0,0.6036248207092285,0.41574305295944214,9.373930964784449e-08,0.009406175464391708,0.026617467403411865,0.08801382035017014
3,Left,1,0.5400775671005249,0.41761669516563416,-0.025330675765872,-0.018846625462174416,0.02322666347026825,0.06101733818650246
3,Left,2,0.4854736924171448,0.41229066252708435,-0.05396031215786934,-0.03862038254737854,0.01953464187681675,0.04134844243526459
3,Left,3,0.43992334604263306,0.4200959801673889,-0.08191464841365814,-0.06387150287628174,0.01701853796839714,0.014048434793949127
3,Left,4,0.39850950241088867,0.4293568730354309,-0.11349155008792877,-0.0851643905043602,0.016175925731658936,0.0018836560193449259
3,Left,5,0.5370796322822571,0.3808187246322632,-0.06129515543580055,-0.021763818338513374,-0.006567889824509621,-0.0016625473508611321
3,Left,6,0.5380601286888123,0.3567405641078949,-0.08778747916221619,-0.020083162933588028,-0.02167927287518978,-0.01616859622299671
3,Left,7,0.5338236093521118,0.34767037630081177,-0.1083635687828064,-0.024755781516432762,-0.02716471254825592,-0.031125543639063835
3,Left,8,0.527443528175354,0.3406875729560852,-0.12330307066440582,-0.030046485364437103,-0.0331796333193779,-0.053163718432188034
3,Left,9,0.5865444540977478,0.3828100264072418,-0.06852508336305618,-0.0035601695999503136,-0.0032513297628611326,0.0003334393841214478
3,Left,10,0.5947113037109375,0.35544154047966003,-0.08634617179632187,0.0030837897211313248,-0.025588275864720345,-0.02680940367281437
3,Left,11,0.5948325991630554,0.34348127245903015,-0.09879227727651596,-0.005372021347284317,-0.0272910688072443,-0.05087030678987503
3,Left,12,0.594326913356781,0.3329225778579712,-0.11264973133802414,-0.0114590497687459,-0.034869883209466934,-0.07522709667682648
3,Left,13,0.6291704773902893,0.3928190767765045,-0.07669735699892044,0.01602156274020672,0.0019529162673279643,-0.00031926765223033726
3,Left,14,0.6405035257339478,0.3679670989513397,-0.09577301889657974,0.017791748046875,-0.009826810099184513,-0.022950390353798866
3,Left,15,0.6456146836280823,0.3581627607345581,-0.1033909022808075,0.01486361213028431,-0.017412612214684486,-0.04559459164738655
3,Left,16,0.6440200805664062,0.34715086221694946,-0.11246649920940399,0.01358763873577118,-0.024697519838809967,-0.06885327398777008
3,Left,17,0.6643774509429932,0.4071653187274933,-0.08671854436397552,0.025547213852405548,0.016103114932775497,0.0067521664313972
3,Left,18,0.6866475939750671,0.3860674202442169,-0.10400384664535522,0.037094637751579285,-0.001470321323722601,-0.0069321924820542336
3,Left,19,0.6937364935874939,0.3782474994659424,-0.10515424609184265,0.03954401984810829,-0.010311650112271309,-0.01915200799703598
3,Left,20,0.6906654238700867,0.36963650584220886,-0.10847670584917068,0.029023876413702965,-0.013668266125023365,-0.0387495756149292
4,Left,0,0.6047264933586121,0.4167513847351074,7.073872154705896e-08,0.011644682846963406,0.02905498817563057,0.09186975657939911
4,Left,1,0.5414398908615112,0.41931992769241333,-0.025320779532194138,-0.017741814255714417,0.024860823526978493,0.0632006973028183
4,Left,2,0.4854040741920471,0.4140760898590088,-0.054269470274448395,-0.03733215481042862,0.021664934232831,0.04346282407641411
4,Left,3,0.4382416605949402,0.42126399278640747,-0.08263501524925232,-0.06372237205505371,0.01834648847579956,0.015462193638086319
4,Left,4,0.39600417017936707,0.43004310131073,-0.11426995694637299,-0.08511119335889816,0.017406482249498367,0.002274193102493882
4,Left,5,0.5357757806777954,0.38033050298690796,-0.06115293875336647,-0.0220737736672163,-0.005759935360401869,-0.0009832080686464906
4,Left,6,0.5387074947357178,0.3547017574310303,-0.08779001235961914,-0.020010123029351234,-0.02348698116838932,-0.016309279948472977
4,Left,7,0.5339649319648743,0.34662339091300964,-0.10801026225090027,-0.0247227493673563,-0.029461335390806198,-0.032796937972307205
4,Left,8,0.5268999338150024,0.3436576724052429,-0.12199148535728455,-0.029818326234817505,-0.03126203641295433,-0.057114310562610626
4,Left,9,0.5850847363471985,0.3819926083087921,-0.06792918592691422,-0.003407041309401393,-0.0037020717281848192,0.00022054926375858486
4,Left,10,0.591373860836029,0.35340219736099243,-0.08676877617835999,0.001819843309931457,-0.02638961188495159,-0.028051650151610374
4,Left,11,0.5923130512237549,0.3435859680175781,-0.09902574121952057,-0.006269666366279125,-0.027494236826896667,-0.054956864565610886
4,Left,12,0.5921528935432434,0.33919838070869446,-0.1117422953248024,-0.011140070855617523,-0.030238168314099312,-0.07906067371368408
4,Left,13,0.628124475479126,0.3915233612060547,-0.07567712664604187,0.016660820692777634,0.001998116262257099,-0.0002034601930063218
4,Left,14,0.6383459568023682,0.3660604953765869,-0.09480351209640503,0.01663963869214058,-0.011142808012664318,-0.024223338812589645
4,Left,15,0.6436939239501953,0.35839641094207764,-0.10257411748170853,0.015060318633913994,-0.015677886083722115,-0.04723917320370674
4,Left,16,0.6416794657707214,0.3526548147201538,-0.11123254150152206,0.01300140842795372,-0.020406432449817657,-0.07127727568149567
4,Left,17,0.6642045974731445,0.4055253267288208,-0.08522547036409378,0.0260589849203825,0.016755932942032814,0.007202903274446726
4,Left,18,0.6863600015640259,0.3845803737640381,-0.10241248458623886,0.03668682277202606,-0.0009922608733177185,-0.007126169744879007
4,Left,19,0.6941215991973877,0.37701499462127686,-0.10424411296844482,0.039547186344861984,-0.009556036442518234,-0.021110331639647484
4,Left,20,0.6918052434921265,0.3705831468105316,-0.10763704031705856,0.0297233983874321,-0.012982912361621857,-0.04139360040426254
5,Left,0,0.5982795357704163,0.40900087356567383,7.06600502553556e-08,0.010749321430921555,0.02143612504005432,0.0958137959241867
5,Left,1,0.5378950834274292,0.4142797589302063,-0.030275817960500717,-0.016827134415507317,0.019321396946907043,0.06360224634408951
5,Left,2,0.4815882444381714,0.41253533959388733,-0.0643666684627533,-0.03514920175075531,0.020463688299059868,0.04361434280872345
5,Left,3,0.43365728855133057,0.42126262187957764,-0.09764479100704193,-0.06206362694501877,0.02058720774948597,0.014021584764122963
5,Left,4,0.39068031311035156,0.42951908707618713,-0.13419051468372345,-0.08352936059236526,0.018787682056427002,-0.0025997450575232506
5,Left,5,0.5342221260070801,0.37565019726753235,-0.06993696838617325,-0.02078530564904213,-0.004873353987932205,-0.002214267151430249
5,Left,6,0.5367434024810791,0.34884729981422424,-0.10102186352014542,-0.01930849254131317,-0.018947364762425423,-0.018422557041049004
5,Left,7,0.5330418348312378,0.34421494603157043,-0.12488612532615662,-0.0243188738822937,-0.022835124284029007,-0.03767162933945656
5,Left,8,0.5275487303733826,0.34699442982673645,-0.14046327769756317,-0.027857784181833267,-0.01976516842842102,-0.06360767781734467
5,Left,9,0.5837228894233704,0.37738555669784546,-0.07588725537061691,-0.0036415904760360718,-0.003338356502354145,3.2806194212753326e-05
5,Left,10,0.5912655591964722,0.34556132555007935,-0.10123218595981598,0.001967898802831769,-0.02290828339755535,-0.03014126606285572
5,Left,11,0.593458890914917,0.34170183539390564,-0.11729231476783752,-0.006025142036378384,-0.019609088078141212,-0.06275374442338943
5,Left,12,0.593333899974823,0.34697461128234863,-0.130569726228714,-0.010380739346146584,-0.017718441784381866,-0.08843160420656204
5,Left,13,0.6263349056243896,0.3868005573749542,-0.08258941024541855,0.016245393082499504,0.0020421589724719524,0.0005298788310028613
5,Left,14,0.6376133561134338,0.3594619333744049,-0.10498560965061188,0.014568508602678776,-0.008465339429676533,-0.0253701563924551
5,Left,15,0.6441450119018555,0.3608846366405487,-0.11289393156766891,0.013606646098196507,-0.007793020457029343,-0.05202910304069519
5,Left,16,0.6429849863052368,0.36616212129592896,-0.12014668434858322,0.013274571858346462,-0.005344081204384565,-0.07855015993118286
5,Left,17,0.6614681482315063,0.4012785255908966,-0.09155125916004181,0.02372712455689907,0.014644932001829147,0.007872716523706913
5,Left,18,0.6828374862670898,0.38157424330711365,-0.10988248884677887,0.03308657929301262,0.0007260134443640709,-0.006971543654799461
5,Left,19,0.6914275884628296,0.3785829544067383,-0.11132368445396423,0.03666744381189346,-0.004504092037677765,-0.0249110609292984
5,Left,20,0.6909178495407104,0.37786099314689636,-0.11352431029081345,0.029522879049181938,-0.004398633725941181,-0.049490101635456085
6,Left,0,0.5991540551185608,0.40718549489974976,7.068289420431029e-08,0.012718254700303078,0.01876141130924225,0.09931637346744537
6,Left,1,0.5384947657585144,0.41276389360427856,-0.03197398781776428,-0.015517905354499817,0.017185181379318237,0.06476426124572754
6,Left,2,0.48074227571487427,0.4112963080406189,-0.06741578876972198,-0.033036090433597565,0.019093692302703857,0.04472227022051811
6,Left,3,0.4314888119697571,0.4199390411376953,-0.10167372226715088,-0.060116641223430634,0.02031126245856285,0.014006315730512142
6,Left,4,0.38745540380477905,0.4283299446105957,-0.13936561346054077,-0.08316336572170258,0.018885135650634766,-0.0035078199580311775
6,Left,5,0.5334650874137878,0.37512272596359253,-0.07465166598558426,-0.018989406526088715,-0.004861790221184492,-0.002516498090699315
6,Left,6,0.5349221229553223,0.3484128415584564,-0.10652453452348709,-0.018325643613934517,-0.016352182254195213,-0.019040465354919434
6,Left,7,0.5330836772918701,0.3445785343647003,-0.13086362183094025,-0.023432059213519096,-0.02053248882293701,-0.03829614818096161
6,Left,8,0.5308297276496887,0.3484095633029938,-0.14690710604190826,-0.024930477142333984,-0.015955332666635513,-0.061559684574604034
6,Left,9,0.5834032893180847,0.3771325945854187,-0.07982771843671799,-0.0035423366352915764,-0.003283087396994233,1.2008902558591217e-05
6,Left,10,0.5901451110839844,0.3446248769760132,-0.10665298253297806,0.0010507968254387379,-0.020670542493462563,-0.030787257477641106
6,Left,11,0.5928766131401062,0.34254685044288635,-0.12303316593170166,-0.006914425641298294,-0.01594368740916252,-0.06352031230926514
6,Left,12,0.5932840704917908,0.35098713636398315,-0.13645540177822113,-0.010220035910606384,-0.01287131942808628,-0.08704300224781036
6,Left,13,0.626351535320282,0.3860754668712616,-0.08558633923530579,0.015736229717731476,0.002314450452104211,0.0011243713088333607
6,Left,14,0.6371698379516602,0.35810211300849915,-0.10827027261257172,0.013065473176538944,-0.006243536248803139,-0.025557810440659523
6,Left,15,0.6426360607147217,0.3604605495929718,-0.11628010123968124,0.012033192440867424,-0.0060122027061879635,-0.05213254317641258
6,Left,16,0.6405395269393921,0.3681392967700958,-0.1238362267613411,0.011194022372364998,-0.0025130168069154024,-0.07820263504981995
6,Left,17,0.6620549559593201,0.39988255500793457,-0.09376698732376099,0.022240998223423958,0.014197204262018204,0.008508083410561085
6,Left,18,0.682178795337677,0.3795849680900574,-0.11203451454639435,0.03049646131694317,0.0011283429339528084,-0.005362799856811762
6,Left,19,0.6900086998939514,0.3774632215499878,-0.1137755885720253,0.03519487380981445,-0.003300204873085022,-0.022895557805895805
6,Left,20,0.6892527341842651,0.3786567151546478,-0.11642095446586609,0.02793121710419655,-0.0020862743258476257,-0.048961788415908813
7,Left,0,0.6047972440719604,0.41179218888282776,-3.424635464099879e-09,0.012480244971811771,0.029773395508527756,0.09478526562452316
7,Left,1,0.5436016321182251,0.41586095094680786,-0.024459974840283394,-0.016555648297071457,0.02577212266623974,0.0645015686750412
7,Left,2,0.48476532101631165,0.4106295108795166,-0.053513821214437485,-0.03791043907403946,0.02248270995914936,0.04577048867940903
7,Left,3,0.4334249794483185,0.4170978367328644,-0.08246974647045135,-0.06578710675239563,0.02050858363509178,0.01932881399989128
7,Left,4,0.3884037733078003,0.425914466381073,-0.11460459232330322,-0.09210897237062454,0.019831832498311996,0.00844752136617899
7,Left,5,0.5366227626800537,0.3753495514392853,-0.060310784727334976,-0.022299541160464287,-0.00473285187035799,-0.0007993108592927456
7,Left,6,0.5349554419517517,0.351973295211792,-0.08807651698589325,-0.022989626973867416,-0.019346263259649277,-0.01758493110537529
7,Left,7,0.532248854637146,0.3486659824848175,-0.10966315865516663,-0.02681034803390503,-0.022583231329917908,-0.034211788326501846
7,Left,8,0.5327802300453186,0.35018351674079895,-0.12457118928432465,-0.028921233490109444,-0.022559309378266335,-0.05693046748638153
7,Left,9,0.5881458520889282,0.37542539834976196,-0.06814394891262054,-0.003267169464379549,-0.0029700661543756723,0.00021556687715929002
7,Left,10,0.5896589159965515,0.3463214933872223,-0.09202416241168976,-0.0022659837268292904,-0.025585925206542015,-0.029741473495960236
7,Left,11,0.5890733599662781,0.34452900290489197,-0.106004998087883,-0.008874663151800632,-0.020796360448002815,-0.058828793466091156
7,Left,12,0.5922473073005676,0.35257840156555176,-0.11764245480298996,-0.01179214846342802,-0.016458610072731972,-0.07915302366018295
7,Left,13,0.6324687004089355,0.3838042616844177,-0.07636504620313644,0.01664799638092518,0.001124243950471282,-3.8435049646068364e-05
7,Left,14,0.6365674138069153,0.35982000827789307,-0.09860967844724655,0.014707709662616253,-0.009678652510046959,-0.025154925882816315
7,Left,15,0.6410844922065735,0.3641296923160553,-0.10355251282453537,0.012010679580271244,-0.0068084681406617165,-0.04759824648499489
7,Left,16,0.6430231928825378,0.3729903995990753,-0.10810476541519165,0.01205107755959034,-0.0013900110498070717,-0.0681290403008461
7,Left,17,0.6694104671478271,0.39782872796058655,-0.08635607361793518,0.026154737919569016,0.016414867714047432,0.007034743670374155
7,Left,18,0.6832633018493652,0.38011112809181213,-0.10428736358880997,0.0324871726334095,0.0015656977193430066,-0.008312343619763851
7,Left,19,0.6888904571533203,0.3777735233306885,-0.10358712822198868,0.034329913556575775,-0.004683052189648151,-0.02318735420703888
7,Left,20,0.6904414296150208,0.3784123361110687,-0.10373715311288834,0.029216628521680832,-0.0022264020517468452,-0.04058303311467171
8,Left,0,0.605785608291626,0.4144296646118164,-2.8814152841505347e-08,0.011494804173707962,0.030551932752132416,0.09323444217443466
8,Left,1,0.543204128742218,0.41761258244514465,-0.025076622143387794,-0.01716456189751625,0.026167260482907295,0.06391055136919022
8,Left,2,0.4839995205402374,0.4138667583465576,-0.05543884262442589,-0.039994511753320694,0.022168496623635292,0.046591442078351974
8,Left,3,0.43253016471862793,0.42103251814842224,-0.08538860082626343,-0.06892313808202744,0.02140473760664463,0.021124161779880524
8,Left,4,0.3869249224662781,0.42868590354919434,-0.11845242977142334,-0.09502874314785004,0.02026066556572914,0.0103647755458951
8,Left,5,0.5389582514762878,0.37509652972221375,-0.061653316020965576,-0.02322569489479065,-0.005369061138480902,0.00018485079635865986
8,Left,6,0.5335567593574524,0.35477346181869507,-0.08902525156736374,-0.025306016206741333,-0.01865612342953682,-0.01702154241502285
8,Left,7,0.5296491980552673,0.35168156027793884,-0.11116022616624832,-0.0298535767942667,-0.021818380802869797,-0.03327569365501404
8,Left,8,0.5294283032417297,0.3507983386516571,-0.12732641398906708,-0.03288726508617401,-0.02326596900820732,-0.05555000528693199
8,Left,9,0.5907130837440491,0.37531161308288574,-0.06954585015773773,-0.0030399798415601254,-0.0035499499645084143,0.00037696867366321385
8,Left,10,0.5871105194091797,0.350589394569397,-0.09253638237714767,-0.005299387965351343,-0.024192411452531815,-0.029141491279006004
8,Left,11,0.5812279582023621,0.34766513109207153,-0.1057133898139,-0.014279763214290142,-0.019861767068505287,-0.058541350066661835
8,Left,12,0.5810483694076538,0.3534421920776367,-0.1177055761218071,-0.01875458098948002,-0.017568200826644897,-0.07994518429040909
8,Left,13,0.6360576152801514,0.38470226526260376,-0.07800140231847763,0.016750304028391838,0.0016057166503742337,-0.0006522581679746509
8,Left,14,0.6383724212646484,0.3643364906311035,-0.09947245568037033,0.013511649332940578,-0.008262991905212402,-0.026278149336576462
8,Left,15,0.6386484503746033,0.3635918200016022,-0.10368525981903076,0.01022259145975113,-0.006762045435607433,-0.0486956350505352
8,Left,16,0.6380372047424316,0.367265909910202,-0.1086249053478241,0.007393977604806423,-0.005953519139438868,-0.071929432451725
8,Left,17,0.6740678548812866,0.40048468112945557,-0.08842404186725616,0.02661340869963169,0.017855819314718246,0.004966207779943943
8,Left,18,0.6887134909629822,0.3841768801212311,-0.10655156522989273,0.033095989376306534,0.0036891852505505085,-0.011307534761726856
8,Left,19,0.6914888620376587,0.37965118885040283,-0.10567466914653778,0.033009059727191925,-0.002997992793098092,-0.02751070447266102
8,Left,20,0.6906740665435791,0.3777715861797333,-0.10600671172142029,0.027423590421676636,-0.002517039654776454,-0.047185685485601425
9,Left,0,0.6029472947120667,0.4132712483406067,-7.918252720173768e-08,0.011095856316387653,0.030283942818641663,0.08945241570472717
9,Left,1,0.5413803458213806,0.4158353805541992,-0.025433920323848724,-0.014007790014147758,0.02330687642097473,0.060147158801555634
9,Left,2,0.48258644342422485,0.4132404029369354,-0.05723322927951813,-0.03322930261492729,0.023310376331210136,0.044641707092523575
9,Left,3,0.43078190088272095,0.422176718711853,-0.08958198130130768,-0.06085691228508949,0.026628555729985237,0.017290284857153893
9,Left,4,0.3871455192565918,0.4323267340660095,-0.12450794130563736,-0.08638102561235428,0.027117224410176277,0.003981214947998524
9,Left,5,0.5410462021827698,0.3660324215888977,-0.056091416627168655,-0.01762416772544384,-0.005776847712695599,0.002322940621525049
9,Left,6,0.5392665266990662,0.34332796931266785,-0.08531194180250168,-0.01936139166355133,-0.0150303291156888,-0.015551174059510231
9,Left,7,0.5331255197525024,0.3479309678077698,-0.10876975208520889,-0.02648279070854187,-0.015589391812682152,-0.03045237623155117
9,Left,8,0.5310325622558594,0.36024966835975647,-0.12411279231309891,-0.027607126161456108,-0.008805721066892147,-0.04586472362279892
9,Left,9,0.5907999277114868,0.36790212988853455,-0.06343937665224075,-0.0030287739355117083,-0.003703790483996272,0.000915953132789582
9,Left,10,0.5902435183525085,0.3433338701725006,-0.08734588325023651,-0.00484879408031702,-0.019396474584937096,-0.027908792719244957
9,Left,11,0.5834923982620239,0.3481712341308594,-0.10277345031499863,-0.01178659312427044,-0.009096351452171803,-0.05610034987330437
9,Left,12,0.5827481746673584,0.36465874314308167,-0.11511972546577454,-0.015165850520133972,-0.0028121215291321278,-0.0696742832660675
9,Left,13,0.6343960165977478,0.378492146730423,-0.07183212041854858,0.014081239700317383,0.002014737343415618,-0.0015728126745671034
9,Left,14,0.6352548599243164,0.35759374499320984,-0.09069161862134933,0.009286931715905666,-0.00328256213106215,-0.027524985373020172
9,Left,15,0.6317004561424255,0.36353600025177,-0.09666470438241959,0.0050889416597783566,0.0014675924321636558,-0.047216348350048065
9,Left,16,0.6284123063087463,0.3751068413257599,-0.10297414660453796,0.0027629900723695755,0.006154067814350128,-0.06776055693626404
9,Left,17,0.6707903146743774,0.3952552378177643,-0.08242467045783997,0.020270157605409622,0.018690958619117737,0.0021688148844987154
9,Left,18,0.683011531829834,0.3801126480102539,-0.09674099832773209,0.024181624874472618,0.006791862193495035,-0.01264022197574377
9,Left,19,0.6835039854049683,0.37942543625831604,-0.09626910835504532,0.02621478959918022,0.0030946205370128155,-0.029092108830809593
9,Left,20,0.6809978485107422,0.38198965787887573,-0.09698385000228882,0.02149145118892193,0.00664065545424819,-0.04895639792084694
10,Left,0,0.6216580867767334,0.40968865156173706,-2.712622801936959e-07,0.017461096867918968,0.03802365064620972,0.08329267799854279
10,Left,1,0.5593073964118958,0.4100824296474457,-0.035363513976335526,-0.011857865378260612,0.032588664442300797,0.05815616622567177
10,Left,2,0.4977118968963623,0.40887975692749023,-0.0706607773900032,-0.03082124888896942,0.029422577470541,0.041817113757133484
10,Left,3,0.4435105323791504,0.4160205125808716,-0.10396888107061386,-0.05882512405514717,0.03590007871389389,0.011575950309634209
10,Left,4,0.39929112792015076,0.42375215888023376,-0.1375218629837036,-0.08887335658073425,0.03382635489106178,-0.006628415547311306
10,Left,5,0.5512382984161377,0.34423184394836426,-0.06319526582956314,-0.021311653777956963,-0.0060722362250089645,0.003849959233775735
10,Left,6,0.5308286547660828,0.35137853026390076,-0.0876307561993599,-0.027732720598578453,-0.00047442037612199783,-0.01488401647657156
