frame,time,distance,speed
0,0.0,5.398020149133228,62.66012102145869
1,0.03333333333333333,7.486690849848518,62.66012102145869
2,0.06666666666666667,9.455040918389686,59.05050205623505
3,0.1,12.93182919847083,104.30364840243429
4,0.13333333333333333,15.65222042461733,81.61173678439499
5,0.16666666666666666,18.983723912326887,99.94510463128674
6,0.2,20.25648188497073,38.18273917931524
7,0.23333333333333334,22.068854279967294,54.37117184989695
8,0.26666666666666666,24.188242057502237,63.58163332604828
9,0.3,26.870011760484264,80.45309108946083
10,0.3333333333333333,29.456089743433335,77.58233948847213
11,0.36666666666666664,29.459279661884924,0.09569755354768006
12,0.4,28.715766066559457,22.305407859764017
13,0.43333333333333335,27.391939287753818,39.71480336416917
14,0.4666666666666667,26.63268234133449,22.777708392579825
15,0.5,25.50007318919335,33.97827456423418
16,0.5333333333333333,25.221836920328744,8.347088065938202
17,0.5666666666666667,24.329994206227408,26.755281423040103
18,0.6,21.23250986596098,92.92453020799279
19,0.6333333333333333,18.13021955205622,93.0687094171428
20,0.6666666666666666,14.345413030595285,113.54419564382809
21,0.7,8.954519659075222,161.72680114560188
22,0.7333333333333333,6.405058409323354,76.48383749255603
23,0.7666666666666667,4.326784155516948,62.3482276141922
24,0.8,3.3794328028050638,28.42054058135652
25,0.8333333333333334,4.165857332942631,23.59273590412701
26,0.8666666666666667,4.265878491693743,3.0006347625333785
27,0.9,3.9188992686177815,10.409376692278855
28,0.9333333333333333,4.915197535010628,29.88894799178539
29,0.9666666666666667,5.584346856594452,20.074479647514735
30,1.0,7.768401404567464,65.52163643919035
31,1.0333333333333334,10.1923713256925,72.71909763375109
32,1.0666666666666667,12.350748868211374,64.75132627556621
33,1.1,17.531163072095275,155.41242611651703
34,1.1333333333333333,20.34392715867055,84.38292259725824
35,1.1666666666666667,20.316204053111125,0.8316931667827276
36,1.2,21.992819263686147,50.29845631725067
37,1.2333333333333334,23.157980009976647,34.954822388714994
38,1.2666666666666666,25.1311735043789,59.19580483206758
39,1.3,25.093053615880894,1.1435966549401755
40,1.3333333333333333,24.433978745725224,19.772246104670117
41,1.3666666666666667,23.568790306779146,25.955653168382327
42,1.4,22.838261775231203,21.915855946438292
43,1.4333333333333333,21.436657420714965,42.04813063548713
44,1.4666666666666666,18.11563848386657,99.6305681054519
45,1.5,14.205628249871168,117.30030701986202
46,1.5333333333333334,9.33676976653185,146.06575450017954
47,1.5666666666666667,4.201277339419986,154.06477281335592
48,1.6,2.464523348510551,52.10261972728304
49,1.6333333333333333,3.005265108172961,16.2222527898723
50,1.6666666666666667,1.726227525927839,38.37112746735366
51,1.7,4.033748622991545,69.22563291191118
52,1.7333333333333334,5.2969908298359965,37.89726620533355
53,1.7666666666666666,5.972502815925941,20.265359582698323
54,1.8,6.077426255378892,3.1477031835885505
55,1.8333333333333333,9.710996077826676,109.00709467343353
56,1.8666666666666667,12.77085448973811,91.79575235734299
57,1.9,17.9907027927565,156.59544909055174
58,1.9333333333333333,22.40312119747245,132.3725521414785
59,1.9666666666666666,23.299730952807806,26.898292660060648
60,2.0,26.211858371611235,87.36382256410288
61,2.033333333333333,27.78305177086991,47.13580197776025
62,2.066666666666667,25.95950108840071,54.70652047407601
63,2.1,25.92417542029022,1.0597700433147494
64,2.1333333333333333,24.96034380007806,28.91494860636474
65,2.1666666666666665,24.129059610237043,24.93852569523053
66,2.2,22.243350478693053,56.57127394631971
67,2.2333333333333334,16.77153736796948,164.1543933217072
68,2.2666666666666666,11.378260495002529,161.7983061890085
69,2.3,6.188084916201756,155.70526736402317
70,2.3333333333333335,2.939320361533236,97.4629366400556
71,2.3666666666666667,2.104234153820887,25.052586231370473
