frame,is_valid,polygon_area_0_1_4_8_12_16_20
279,1,0.02482139596483446
280,1,0.025085099733154426
281,1,0.024957645941550588
282,1,0.023858557993378327
283,1,0.021672018242982816
284,1,0.01981034977977114
285,1,0.014238219066202817
286,1,0.0005186765124416404
287,1,0.0007789107762783409
288,1,0.00033441332718631145
289,1,0.0002430506961887957
290,1,0.0006535899469137796
291,1,0.001300398502094513
292,1,0.0009378478745452057
293,1,0.0006722536475143315
294,1,3.019838369322514e-05
295,1,0.0006602196713441089
296,1,0.000851593167613629
297,1,0.002306922953309254
298,1,0.0018266420283179485
299,1,0.0024387209466221194
300,1,0.00258841037289681
301,1,0.0014970274088339508
302,1,0.0018155550236182982
303,1,0.0022497558224130465
304,1,0.0002278649506823882
305,1,0.01025749368963691
306,1,0.00010189498114865359
307,1,0.004392629781292623
308,1,0.01588712370284684
309,1,0.024759995448706107
310,1,0.021834061937359817
311,1,0.026684662166631345
312,1,0.027414138812071
313,1,0.02815377425309218
314,1,0.028200101628338747
315,1,0.028351591947727073
316,1,0.028037984229113633
317,1,0.020813617843058463
318,1,0.024478738707422565
319,1,0.011758790567231725
320,1,0.00558051547214955
321,1,0.0025321238768487575
322,1,0.0031705541176827445
323,1,0.00020877610349046005
324,1,7.097383405563207e-05
325,1,5.237583557837766e-05
326,1,0.0008428503776842788
327,1,1.209011813063654e-05
328,1,7.703467369468697e-05
329,1,0.0005902975152167755
330,1,0.0006804785898388843
331,1,0.0006397134875308907
332,1,0.0014693377453314227
333,1,0.0010820022740638535
334,1,0.0013397112318811466
335,1,0.0019297144845377145
336,1,0.001857171872005292
337,1,0.0007208876897233374
338,1,0.005940402502588427
339,1,0.010385409192097406
340,1,0.025620132098392645
341,1,0.02395183287175806
342,1,0.02616876954843328
343,1,0.027982218556533933
344,1,0.030349768034672486
345,1,0.02864105491180169
346,1,0.029551357132105993
347,1,0.029477192179046874
348,1,0.026308431470940974
349,1,0.01899861648483092
350,1,0.006265634364732764
351,1,0.007017912493284428
352,1,0.0003983981087838373
353,1,0.00026727060031994654
354,1,0.0060605688464594465
355,1,0.007766052373872512
356,1,0.012664807837069247
357,1,0.016608043952882845
